"","x"
"30200",0.017
"30201",0.046
"30202",0.042
"30203",0.045
"30204",0.038
"30205",0.042
"30206",0.047
"30207",0.045
"30208",0.044
"30209",0.038
"30210",0.043
"30211",0.04
"30212",0.039
"30213",0.041
"30214",0.042
"30215",0.04
"30216",0.047
"30217",0.021
"30218",0.042
"30219",0.048
"30220",0.041
"30221",0.037
"30222",0.039
"30223",0.042
"30224",0.051
"30225",0.044
"30226",0.042
"30227",0.025
"30228",0.043
"30229",0.044
"30230",0.038
"30231",0.036
"30232",0.035
"30233",0.036
"30234",0.039
"30235",0.022
"30236",0.038
"30237",0.037
"30238",0.039
"30239",0.041
"30240",0.038
"30241",0.037
"30242",0.035
"30243",0.037
"30244",0.04
"30245",0.039
"30246",0.037
"30247",0.038
"30248",0.038
"30249",0.035
"30250",0.036
"30251",0.043
"30252",0.028
"30253",0.029
"30254",0.013
"30255",0.028
"30256",0.042
"30257",0.029
"30258",0.034
"30259",0.034
"30260",0.028
"30261",0.027
"30262",0.029
"30263",0.031
"30264",0.031
"30265",0.025
"30266",0.032
"30267",0.031
"30268",0.038
"30269",0.04
"30270",0.037
"30271",0.037
"30272",0.024
"30273",0.038
"30274",0.049
"30275",0.038
"30276",0.036
"30277",0.04
"30278",0.035
"30279",0.038
"30280",0.032
"30281",0.036
"30282",0.039
"30283",0.037
"30284",0.037
"30285",0.038
"30286",0.03
"30287",0.034
"30288",0.031
"30289",0.036
"30290",0.051
"30291",0.015
"30292",0.038
"30293",0.05
"30294",0.039
"30295",0.028
"30296",0.045
"30297",0.026
"30298",0.031
"30299",0.038
"30300",0.032
"30301",0.029
"30302",0.041
"30303",0.028
"30304",0.036
"30305",0.032
"30306",0.041
"30307",0.035
"30308",0.037
"30309",0.04
"30310",0.018
"30311",0.035
"30312",0.043
"30313",0.042
"30314",0.038
"30315",0.031
"30316",0.038
"30317",0.029
"30318",0.033
"30319",0.038
"30320",0.038
"30321",0.036
"30322",0.04
"30323",0.033
"30324",0.034
"30325",0.026
"30326",0.024
"30327",0.034
"30328",0.027
"30329",0.025
"30330",0.025
"30331",0.019
"30332",0.021
"30333",0.034
"30334",0.01
"30335",0.027
"30336",0.032
"30337",0.031
"30338",0.021
"30339",0.019
"30340",0.029
"30341",0.02
"30342",0.02
"30343",0.024
"30344",0.024
"30345",0.031
"30346",0.026
"30347",0.016
"30348",0.022
"30349",0.016
"30350",0.013
"30351",0.035
"30352",0.04
"30353",0.04
"30354",0.039
"30355",0.036
"30356",0.035
"30357",0.04
"30358",0.036
"30359",0.038
"30360",0.03
"30361",0.017
"30362",0.029
"30363",0.044
"30364",0.039
"30365",0.039
"30366",0.041
"30367",0.034
"30368",0.032
"30369",0.042
"30370",0.033
"30371",0.035
"30372",0.038
"30373",0.037
"30374",0.035
"30375",0.034
"30376",0.038
"30377",0.038
"30378",0.01
"30379",0.035
"30380",0.041
"30381",0.041
"30382",0.034
"30383",0.037
"30384",0.036
"30385",0.04
"30386",0.036
"30387",0.035
"30388",0.038
"30389",0.029
"30390",0.017
"30391",0.024
"30392",0.037
"30393",0.029
"30394",0.037
"30395",0.041
"30396",0.032
"30397",0.03
"30398",0.042
"30399",0.032
"30400",0.033
"30401",0.038
"30402",0.037
"30403",0.035
"30404",0.03
"30405",0.035
"30406",0.034
"30407",0.013
"30408",0.047
"30409",0.046
"30410",0.045
"30411",0.048
"30412",0.048
"30413",0.047
"30414",0.046
"30415",0.045
"30416",0.044
"30417",0.047
"30418",0.032
"30419",0.047
"30420",0.047
"30421",0.047
"30422",0.045
"30423",0.044
"30424",0.047
"30425",0.047
"30426",0.045
"30427",0.044
"30428",0.044
"30429",0.044
"30430",0.047
"30431",0.046
"30432",0.046
"30433",0.045
"30434",0.047
"30435",0.045
"30436",0.046
"30437",0.045
"30438",0.047
"30439",0.048
"30440",0.047
"30441",0.045
"30442",0.046
"30443",0.047
"30444",0.034
"30445",0.046
"30446",0.046
"30447",0.048
"30448",0.047
"30449",0.047
"30450",0.047
"30451",0.046
"30452",0.044
"30453",0.047
"30454",0.044
"30455",0.045
"30456",0.048
"30457",0.046
"30458",0.045
"30459",0.047
"30460",0.048
"30461",0.047
"30462",0.047
"30463",0.047
"30464",0.047
"30465",0.048
"30466",0.047
"30467",0.048
"30468",0.042
"30469",0.049
"30470",0.049
"30471",0.02
"30472",0.048
"30473",0.048
"30474",0.049
"30475",0.047
"30476",0.048
"30477",0.051
"30478",0.047
"30479",0.047
"30480",0.046
"30481",0.047
"30482",0.047
"30483",0.049
"30484",0.046
"30485",0.049
"30486",0.049
"30487",0.044
"30488",0.025
"30489",0.044
"30490",0.049
"30491",0.039
"30492",0.034
"30493",0.034
"30494",0.037
"30495",0.034
"30496",0.028
"30497",0.024
"30498",0.05
"30499",0.015
"30500",0.03
"30501",0.043
"30502",0.048
"30503",0.048
"30504",0.04
"30505",0.031
"30506",0.036
"30507",0.035
"30508",0.022
"30509",0.028
"30510",0.033
"30511",0.044
"30512",0.034
"30513",0.031
"30514",0.034
"30515",0.025
"30516",0.045
"30517",0.023
"30518",0.038
"30519",0.046
"30520",0.045
"30521",0.033
"30522",0.037
"30523",0.042
"30524",0.038
"30525",0.037
"30526",0.039
"30527",0.04
"30528",0.044
"30529",0.048
"30530",0.019
"30531",0.048
"30532",0.029
"30533",0.048
"30534",0.047
"30535",0.033
"30536",0.025
"30537",0.044
"30538",0.03
"30539",0.029
"30540",0.043
"30541",0.042
"30542",0.044
"30543",0.041
"30544",0.046
"30545",0.037
"30546",0.023
"30547",0.037
"30548",0.037
"30549",0.048
"30550",0.024
"30551",0.027
"30552",0.036
"30553",0.02
"30554",0.026
"30555",0.028
"30556",0.026
"30557",0.022
"30558",0.027
"30559",0.028
"30560",0.027
"30561",0.024
"30562",0.025
"30563",0.037
"30564",0.015
"30565",0.028
"30566",0.034
"30567",0.042
"30568",0.038
"30569",0.027
"30570",0.034
"30571",0.024
"30572",0.037
"30573",0.02
"30574",0.018
"30575",0.025
"30576",0.039
"30577",0.03
"30578",0.03
"30579",0.029
"30580",0.026
"30581",0.021
"30582",0.021
"30583",0.026
"30584",0.027
"30585",0.043
"30586",0.029
"30587",0.037
"30588",0.037
"30589",0.032
"30590",0.031
"30591",0.035
"30592",0.032
"30593",0.033
"30594",0.036
"30595",0.03
"30596",0.032
"30597",0.031
"30598",0.032
"30599",0.041
"30600",0.015
"30601",0.04
"30602",0.033
"30603",0.044
"30604",0.038
"30605",0.036
"30606",0.033
"30607",0.028
"30608",0.034
"30609",0.032
"30610",0.027
"30611",0.027
"30612",0.027
"30613",0.028
"30614",0.037
"30615",0.031
"30616",0.04
"30617",0.031
"30618",0.034
"30619",0.038
"30620",0.025
"30621",0.036
"30622",0.048
"30623",0.023
"30624",0.027
"30625",0.031
"30626",0.024
"30627",0.025
"30628",0.031
"30629",0.027
"30630",0.023
"30631",0.03
"30632",0.031
"30633",0.023
"30634",0.024
"30635",0.023
"30636",0.038
"30637",0.015
"30638",0.027
"30639",0.024
"30640",0.037
"30641",0.035
"30642",0.03
"30643",0.036
"30644",0.02
"30645",0.027
"30646",0.037
"30647",0.015
"30648",0.015
"30649",0.02
"30650",0.038
"30651",0.033
"30652",0.032
"30653",0.029
"30654",0.024
"30655",0.023
"30656",0.026
"30657",0.015
"30658",0.031
"30659",0.046
"30660",0.043
"30661",0.041
"30662",0.041
"30663",0.039
"30664",0.043
"30665",0.044
"30666",0.039
"30667",0.037
"30668",0.044
"30669",0.037
"30670",0.042
"30671",0.042
"30672",0.04
"30673",0.044
"30674",0.028
"30675",0.043
"30676",0.039
"30677",0.041
"30678",0.038
"30679",0.036
"30680",0.035
"30681",0.041
"30682",0.042
"30683",0.044
"30684",0.039
"30685",0.039
"30686",0.03
"30687",0.046
"30688",0.037
"30689",0.044
"30690",0.044
"30691",0.04
"30692",0.042
"30693",0.038
"30694",0.043
"30695",0.052
"30696",0.046
"30697",0.044
"30698",0.043
"30699",0.043
"30700",0.046
"30701",0.044
"30702",0.038
"30703",0.038
"30704",0.04
"30705",0.037
"30706",0.043
"30707",0.043
"30708",0.041
"30709",0.045
"30710",0.04
"30711",0.044
"30712",0.044
"30713",0.045
"30714",0.045
"30715",0.038
"30716",0.037
"30717",0.045
"30718",0.046
"30719",0.04
"30720",0.041
"30721",0.042
"30722",0.04
"30723",0.033
"30724",0.043
"30725",0.036
"30726",0.045
"30727",0.044
"30728",0.045
"30729",0.046
"30730",0.039
"30731",0.039
"30732",0.049
"30733",0.048
"30734",0.046
"30735",0.046
"30736",0.045
"30737",0.049
"30738",0.046
"30739",0.046
"30740",0.045
"30741",0.043
"30742",0.042
"30743",0.044
"30744",0.043
"30745",0.042
"30746",0.05
"30747",0.044
"30748",0.045
"30749",0.045
"30750",0.05
"30751",0.048
"30752",0.043
"30753",0.043
"30754",0.048
"30755",0.048
"30756",0.045
"30757",0.045
"30758",0.045
"30759",0.045
"30760",0.043
"30761",0.046
"30762",0.043
"30763",0.046
"30764",0.046
"30765",0.046
"30766",0.047
"30767",0.046
"30768",0.043
"30769",0.053
"30770",0.048
"30771",0.048
"30772",0.048
"30773",0.049
"30774",0.047
"30775",0.044
"30776",0.049
"30777",0.049
"30778",0.043
"30779",0.045
"30780",0.043
"30781",0.043
"30782",0.04
"30783",0.049
"30784",0.045
"30785",0.045
"30786",0.049
"30787",0.051
"30788",0.047
"30789",0.046
"30790",0.048
"30791",0.049
"30792",0.049
"30793",0.049
"30794",0.043
"30795",0.043
"30796",0.048
"30797",0.052
"30798",0.046
"30799",0.047
"30800",0.044
"30801",0.047
"30802",0.047
"30803",0.049
"30804",0.05
"30805",0.043
"30806",0.052
"30807",0.035
"30808",0.042
"30809",0.041
"30810",0.038
"30811",0.04
"30812",0.033
"30813",0.041
"30814",0.039
"30815",0.037
"30816",0.038
"30817",0.029
"30818",0.03
"30819",0.032
"30820",0.047
"30821",0.035
"30822",0.034
"30823",0.048
"30824",0.048
"30825",0.047
"30826",0.04
"30827",0.043
"30828",0.027
"30829",0.045
"30830",0.045
"30831",0.029
"30832",0.027
"30833",0.039
"30834",0.052
"30835",0.04
"30836",0.041
"30837",0.033
"30838",0.037
"30839",0.034
"30840",0.039
"30841",0.032
"30842",0.038
"30843",0.049
"30844",0.026
"30845",0.037
"30846",0.041
"30847",0.035
"30848",0.023
"30849",0.025
"30850",0.031
"30851",0.03
"30852",0.029
"30853",0.042
"30854",0.024
"30855",0.022
"30856",0.021
"30857",0.041
"30858",0.033
"30859",0.024
"30860",0.04
"30861",0.037
"30862",0.04
"30863",0.037
"30864",0.041
"30865",0.019
"30866",0.04
"30867",0.048
"30868",0.026
"30869",0.022
"30870",0.032
"30871",0.047
"30872",0.03
"30873",0.044
"30874",0.026
"30875",0.022
"30876",0.036
"30877",0.034
"30878",0.032
"30879",0.039
"30880",0.042
"30881",0.032
"30882",0.049
"30883",0.051
"30884",0.047
"30885",0.032
"30886",0.028
"30887",0.035
"30888",0.034
"30889",0.035
"30890",0.035
"30891",0.027
"30892",0.031
"30893",0.03
"30894",0.05
"30895",0.034
"30896",0.028
"30897",0.049
"30898",0.052
"30899",0.05
"30900",0.031
"30901",0.037
"30902",0.036
"30903",0.045
"30904",0.038
"30905",0.022
"30906",0.024
"30907",0.025
"30908",0.04
"30909",0.032
"30910",0.035
"30911",0.033
"30912",0.028
"30913",0.048
"30914",0.05
"30915",0.031
"30916",0.032
"30917",0.054
"30918",0.042
"30919",0.046
"30920",0.048
"30921",0.037
"30922",0.038
"30923",0.045
"30924",0.05
"30925",0.047
"30926",0.045
"30927",0.045
"30928",0.043
"30929",0.042
"30930",0.043
"30931",0.051
"30932",0.046
"30933",0.045
"30934",0.038
"30935",0.049
"30936",0.047
"30937",0.047
"30938",0.047
"30939",0.041
"30940",0.033
"30941",0.047
"30942",0.041
"30943",0.04
"30944",0.046
"30945",0.044
"30946",0.046
"30947",0.044
"30948",0.044
"30949",0.043
"30950",0.029
"30951",0.036
"30952",0.044
"30953",0.046
"30954",0.05
"30955",0.05
"30956",0.052
"30957",0.052
"30958",0.049
"30959",0.05
"30960",0.05
"30961",0.052
"30962",0.05
"30963",0.049
"30964",0.047
"30965",0.051
"30966",0.05
"30967",0.052
"30968",0.049
"30969",0.051
"30970",0.044
"30971",0.052
"30972",0.053
"30973",0.049
"30974",0.049
"30975",0.05
"30976",0.049
"30977",0.051
"30978",0.047
"30979",0.047
"30980",0.051
"30981",0.051
"30982",0.051
"30983",0.048
"30984",0.051
"30985",0.052
"30986",0.045
"30987",0.045
"30988",0.051
"30989",0.049
"30990",0.059
"30991",0.054
"30992",0.055
"30993",0.055
"30994",0.054
"30995",0.052
"30996",0.051
"30997",0.053
"30998",0.053
"30999",0.05
"31000",0.052
"31001",0.052
"31002",0.052
"31003",0.053
"31004",0.056
"31005",0.051
"31006",0.055
"31007",0.054
"31008",0.056
"31009",0.055
"31010",0.051
"31011",0.054
"31012",0.056
"31013",0.055
"31014",0.056
"31015",0.053
"31016",0.052
"31017",0.052
"31018",0.055
"31019",0.055
"31020",0.054
"31021",0.055
"31022",0.053
"31023",0.051
"31024",0.055
"31025",0.058
"31026",0.051
"31027",0.057
"31028",0.046
"31029",0.045
"31030",0.046
"31031",0.046
"31032",0.043
"31033",0.048
"31034",0.055
"31035",0.052
"31036",0.054
"31037",0.055
"31038",0.051
"31039",0.051
"31040",0.051
"31041",0.043
"31042",0.057
"31043",0.053
"31044",0.045
"31045",0.044
"31046",0.043
"31047",0.053
"31048",0.056
"31049",0.049
"31050",0.042
"31051",0.056
"31052",0.051
"31053",0.05
"31054",0.052
"31055",0.055
"31056",0.054
"31057",0.054
"31058",0.053
"31059",0.052
"31060",0.043
"31061",0.045
"31062",0.053
"31063",0.054
"31064",0.042
"31065",0.043
"31066",0.045
"31067",0.047
"31068",0.047
"31069",0.046
"31070",0.041
"31071",0.044
"31072",0.043
"31073",0.037
"31074",0.043
"31075",0.041
"31076",0.04
"31077",0.04
"31078",0.048
"31079",0.039
"31080",0.041
"31081",0.048
"31082",0.051
"31083",0.048
"31084",0.043
"31085",0.046
"31086",0.041
"31087",0.05
"31088",0.047
"31089",0.034
"31090",0.035
"31091",0.036
"31092",0.046
"31093",0.042
"31094",0.045
"31095",0.042
"31096",0.039
"31097",0.047
"31098",0.048
"31099",0.036
"31100",0.04
"31101",0.049
"31102",0.048
"31103",0.047
"31104",0.048
"31105",0.046
"31106",0.049
"31107",0.048
"31108",0.047
"31109",0.045
"31110",0.046
"31111",0.045
"31112",0.046
"31113",0.045
"31114",0.046
"31115",0.049
"31116",0.047
"31117",0.047
"31118",0.048
"31119",0.051
"31120",0.049
"31121",0.048
"31122",0.045
"31123",0.049
"31124",0.049
"31125",0.047
"31126",0.047
"31127",0.048
"31128",0.045
"31129",0.044
"31130",0.048
"31131",0.045
"31132",0.048
"31133",0.047
"31134",0.047
"31135",0.052
"31136",0.05
"31137",0.048
"31138",0.051
"31139",0.049
"31140",0.05
"31141",0.051
"31142",0.049
"31143",0.052
"31144",0.049
"31145",0.049
"31146",0.047
"31147",0.048
"31148",0.047
"31149",0.049
"31150",0.048
"31151",0.048
"31152",0.053
"31153",0.048
"31154",0.05
"31155",0.05
"31156",0.052
"31157",0.052
"31158",0.048
"31159",0.048
"31160",0.051
"31161",0.05
"31162",0.05
"31163",0.05
"31164",0.049
"31165",0.048
"31166",0.041
"31167",0.049
"31168",0.047
"31169",0.049
"31170",0.05
"31171",0.05
"31172",0.051
"31173",0.051
"31174",0.05
"31175",0.054
"31176",0.051
"31177",0.048
"31178",0.049
"31179",0.05
"31180",0.051
"31181",0.052
"31182",0.049
"31183",0.055
"31184",0.052
"31185",0.049
"31186",0.048
"31187",0.049
"31188",0.048
"31189",0.049
"31190",0.054
"31191",0.05
"31192",0.05
"31193",0.05
"31194",0.052
"31195",0.05
"31196",0.052
"31197",0.053
"31198",0.051
"31199",0.052
"31200",0.052
"31201",0.05
"31202",0.05
"31203",0.051
"31204",0.052
"31205",0.051
"31206",0.051
"31207",0.05
"31208",0.05
"31209",0.051
"31210",0.052
"31211",0.053
"31212",0.05
"31213",0.056
"31214",0.052
"31215",0.051
"31216",0.051
"31217",0.053
"31218",0.052
"31219",0.051
"31220",0.051
"31221",0.051
"31222",0.049
"31223",0.05
"31224",0.049
"31225",0.052
"31226",0.049
"31227",0.05
"31228",0.058
"31229",0.05
"31230",0.052
"31231",0.051
"31232",0.055
"31233",0.054
"31234",0.05
"31235",0.052
"31236",0.052
"31237",0.048
"31238",0.053
"31239",0.049
"31240",0.048
"31241",0.049
"31242",0.049
"31243",0.052
"31244",0.05
"31245",0.051
"31246",0.054
"31247",0.052
"31248",0.053
"31249",0.052
"31250",0.05
"31251",0.057
"31252",0.057
"31253",0.056
"31254",0.056
"31255",0.058
"31256",0.057
"31257",0.05
"31258",0.051
"31259",0.046
"31260",0.041
"31261",0.047
"31262",0.043
"31263",0.058
"31264",0.054
"31265",0.053
"31266",0.064
"31267",0.048
"31268",0.054
"31269",0.056
"31270",0.061
"31271",0.06
"31272",0.045
"31273",0.044
"31274",0.057
"31275",0.057
"31276",0.047
"31277",0.053
"31278",0.051
"31279",0.048
"31280",0.042
"31281",0.052
"31282",0.041
"31283",0.055
"31284",0.054
"31285",0.055
"31286",0.056
"31287",0.053
"31288",0.045
"31289",0.062
"31290",0.056
"31291",0.057
"31292",0.058
"31293",0.054
"31294",0.056
"31295",0.047
"31296",0.047
"31297",0.055
"31298",0.054
"31299",0.048
"31300",0.042
"31301",0.054
"31302",0.054
"31303",0.058
"31304",0.051
"31305",0.054
"31306",0.055
"31307",0.062
"31308",0.059
"31309",0.05
"31310",0.046
"31311",0.056
"31312",0.056
"31313",0.04
"31314",0.054
"31315",0.055
"31316",0.054
"31317",0.05
"31318",0.053
"31319",0.047
"31320",0.053
"31321",0.056
"31322",0.051
"31323",0.056
"31324",0.049
"31325",0.06
"31326",0.053
"31327",0.053
"31328",0.053
"31329",0.052
"31330",0.056
"31331",0.048
"31332",0.048
"31333",0.05
"31334",0.049
"31335",0.048
"31336",0.047
"31337",0.05
"31338",0.05
"31339",0.05
"31340",0.054
"31341",0.049
"31342",0.05
"31343",0.051
"31344",0.053
"31345",0.052
"31346",0.049
"31347",0.049
"31348",0.053
"31349",0.053
"31350",0.05
"31351",0.048
"31352",0.049
"31353",0.051
"31354",0.047
"31355",0.05
"31356",0.049
"31357",0.05
"31358",0.051
"31359",0.052
"31360",0.05
"31361",0.048
"31362",0.055
"31363",0.053
"31364",0.056
"31365",0.053
"31366",0.053
"31367",0.055
"31368",0.052
"31369",0.052
"31370",0.055
"31371",0.053
"31372",0.051
"31373",0.049
"31374",0.051
"31375",0.05
"31376",0.051
"31377",0.06
"31378",0.051
"31379",0.052
"31380",0.055
"31381",0.061
"31382",0.058
"31383",0.052
"31384",0.053
"31385",0.058
"31386",0.056
"31387",0.051
"31388",0.054
"31389",0.054
"31390",0.053
"31391",0.051
"31392",0.052
"31393",0.05
"31394",0.052
"31395",0.054
"31396",0.055
"31397",0.057
"31398",0.057
"31399",0.052
"31400",0.059
"31401",0.062
"31402",0.062
"31403",0.06
"31404",0.062
"31405",0.062
"31406",0.057
"31407",0.058
"31408",0.057
"31409",0.058
"31410",0.058
"31411",0.056
"31412",0.06
"31413",0.06
"31414",0.061
"31415",0.069
"31416",0.059
"31417",0.063
"31418",0.062
"31419",0.066
"31420",0.064
"31421",0.057
"31422",0.057
"31423",0.059
"31424",0.066
"31425",0.057
"31426",0.057
"31427",0.057
"31428",0.058
"31429",0.058
"31430",0.061
"31431",0.056
"31432",0.064
"31433",0.06
"31434",0.064
"31435",0.067
"31436",0.06
"31437",0.059
"31438",0.062
"31439",0.043
"31440",0.046
"31441",0.058
"31442",0.037
"31443",0.04
"31444",0.054
"31445",0.044
"31446",0.054
"31447",0.053
"31448",0.048
"31449",0.053
"31450",0.042
"31451",0.045
"31452",0.045
"31453",0.053
"31454",0.051
"31455",0.049
"31456",0.048
"31457",0.054
"31458",0.052
"31459",0.05
"31460",0.053
"31461",0.05
"31462",0.046
"31463",0.054
"31464",0.048
"31465",0.048
"31466",0.049
"31467",0.056
"31468",0.052
"31469",0.053
"31470",0.049
"31471",0.052
"31472",0.034
"31473",0.04
"31474",0.054
"31475",0.052
"31476",0.055
"31477",0.039
"31478",0.035
"31479",0.039
"31480",0.037
"31481",0.036
"31482",0.046
"31483",0.048
"31484",0.047
"31485",0.045
"31486",0.047
"31487",0.045
"31488",0.044
"31489",0.046
"31490",0.045
"31491",0.047
"31492",0.047
"31493",0.044
"31494",0.046
"31495",0.047
"31496",0.047
"31497",0.048
"31498",0.041
"31499",0.05
"31500",0.046
"31501",0.044
"31502",0.045
"31503",0.047
"31504",0.048
"31505",0.048
"31506",0.048
"31507",0.049
"31508",0.044
"31509",0.049
"31510",0.047
"31511",0.047
"31512",0.051
"31513",0.051
"31514",0.05
"31515",0.049
"31516",0.051
"31517",0.051
"31518",0.05
"31519",0.051
"31520",0.051
"31521",0.05
"31522",0.049
"31523",0.049
"31524",0.052
"31525",0.05
"31526",0.05
"31527",0.053
"31528",0.051
"31529",0.051
"31530",0.049
"31531",0.053
"31532",0.05
"31533",0.05
"31534",0.05
"31535",0.05
"31536",0.047
"31537",0.052
"31538",0.051
"31539",0.049
"31540",0.052
"31541",0.049
"31542",0.053
"31543",0.05
"31544",0.052
"31545",0.052
"31546",0.046
"31547",0.048
"31548",0.053
"31549",0.051
"31550",0.051
"31551",0.058
"31552",0.057
"31553",0.056
"31554",0.057
"31555",0.057
"31556",0.05
"31557",0.053
"31558",0.053
"31559",0.052
"31560",0.054
"31561",0.052
"31562",0.057
"31563",0.058
"31564",0.055
"31565",0.058
"31566",0.056
"31567",0.057
"31568",0.051
"31569",0.058
"31570",0.055
"31571",0.053
"31572",0.053
"31573",0.058
"31574",0.053
"31575",0.051
"31576",0.057
"31577",0.056
"31578",0.051
"31579",0.049
"31580",0.056
"31581",0.059
"31582",0.056
"31583",0.052
"31584",0.054
"31585",0.054
"31586",0.053
"31587",0.056
"31588",0.061
"31589",0.057
"31590",0.056
"31591",0.059
"31592",0.06
"31593",0.054
"31594",0.059
"31595",0.056
"31596",0.055
"31597",0.058
"31598",0.057
"31599",0.064
"31600",0.063
"31601",0.065
"31602",0.058
"31603",0.06
"31604",0.065
"31605",0.056
"31606",0.059
"31607",0.057
"31608",0.056
"31609",0.054
"31610",0.062
"31611",0.055
"31612",0.057
"31613",0.06
"31614",0.061
"31615",0.055
"31616",0.053
"31617",0.063
"31618",0.065
"31619",0.063
"31620",0.055
"31621",0.058
"31622",0.058
"31623",0.059
"31624",0.058
"31625",0.056
"31626",0.055
"31627",0.056
"31628",0.055
"31629",0.057
"31630",0.053
"31631",0.052
"31632",0.053
"31633",0.052
"31634",0.056
"31635",0.052
"31636",0.055
"31637",0.054
"31638",0.056
"31639",0.054
"31640",0.057
"31641",0.06
"31642",0.055
"31643",0.055
"31644",0.055
"31645",0.052
"31646",0.054
"31647",0.055
"31648",0.057
"31649",0.056
"31650",0.055
"31651",0.055
"31652",0.053
"31653",0.053
"31654",0.059
"31655",0.054
"31656",0.058
"31657",0.058
"31658",0.056
"31659",0.06
"31660",0.056
"31661",0.054
"31662",0.052
"31663",0.046
"31664",0.044
"31665",0.045
"31666",0.046
"31667",0.047
"31668",0.049
"31669",0.045
"31670",0.045
"31671",0.044
"31672",0.045
"31673",0.044
"31674",0.045
"31675",0.045
"31676",0.045
"31677",0.047
"31678",0.046
"31679",0.045
"31680",0.046
"31681",0.049
"31682",0.048
"31683",0.044
"31684",0.044
"31685",0.047
"31686",0.049
"31687",0.043
"31688",0.045
"31689",0.046
"31690",0.044
"31691",0.045
"31692",0.047
"31693",0.043
"31694",0.047
"31695",0.047
"31696",0.046
"31697",0.049
"31698",0.046
"31699",0.046
"31700",0.054
"31701",0.049
"31702",0.048
"31703",0.051
"31704",0.051
"31705",0.05
"31706",0.048
"31707",0.048
"31708",0.049
"31709",0.048
"31710",0.047
"31711",0.047
"31712",0.049
"31713",0.047
"31714",0.049
"31715",0.052
"31716",0.048
"31717",0.049
"31718",0.05
"31719",0.054
"31720",0.052
"31721",0.048
"31722",0.047
"31723",0.051
"31724",0.052
"31725",0.049
"31726",0.048
"31727",0.047
"31728",0.048
"31729",0.045
"31730",0.049
"31731",0.047
"31732",0.049
"31733",0.051
"31734",0.051
"31735",0.05
"31736",0.048
"31737",0.053
"31738",0.053
"31739",0.052
"31740",0.053
"31741",0.05
"31742",0.053
"31743",0.047
"31744",0.042
"31745",0.038
"31746",0.038
"31747",0.039
"31748",0.037
"31749",0.045
"31750",0.043
"31751",0.04
"31752",0.058
"31753",0.039
"31754",0.046
"31755",0.047
"31756",0.058
"31757",0.056
"31758",0.036
"31759",0.038
"31760",0.054
"31761",0.05
"31762",0.045
"31763",0.043
"31764",0.042
"31765",0.041
"31766",0.038
"31767",0.04
"31768",0.037
"31769",0.047
"31770",0.044
"31771",0.049
"31772",0.05
"31773",0.043
"31774",0.037
"31775",0.056
"31776",0.058
"31777",0.054
"31778",0.056
"31779",0.056
"31780",0.057
"31781",0.057
"31782",0.054
"31783",0.055
"31784",0.054
"31785",0.056
"31786",0.055
"31787",0.056
"31788",0.056
"31789",0.056
"31790",0.059
"31791",0.058
"31792",0.058
"31793",0.055
"31794",0.06
"31795",0.057
"31796",0.054
"31797",0.054
"31798",0.059
"31799",0.055
"31800",0.056
"31801",0.057
"31802",0.058
"31803",0.056
"31804",0.053
"31805",0.059
"31806",0.055
"31807",0.057
"31808",0.06
"31809",0.053
"31810",0.055
"31811",0.059
"31812",0.056
"31813",0.057
"31814",0.064
"31815",0.062
"31816",0.063
"31817",0.059
"31818",0.061
"31819",0.06
"31820",0.055
"31821",0.06
"31822",0.06
"31823",0.062
"31824",0.058
"31825",0.063
"31826",0.061
"31827",0.06
"31828",0.058
"31829",0.064
"31830",0.063
"31831",0.058
"31832",0.06
"31833",0.058
"31834",0.061
"31835",0.061
"31836",0.062
"31837",0.059
"31838",0.061
"31839",0.059
"31840",0.059
"31841",0.06
"31842",0.061
"31843",0.064
"31844",0.06
"31845",0.063
"31846",0.06
"31847",0.057
"31848",0.061
"31849",0.061
"31850",0.06
"31851",0.043
"31852",0.048
"31853",0.05
"31854",0.044
"31855",0.046
"31856",0.052
"31857",0.037
"31858",0.044
"31859",0.041
"31860",0.041
"31861",0.041
"31862",0.044
"31863",0.04
"31864",0.042
"31865",0.047
"31866",0.042
"31867",0.041
"31868",0.043
"31869",0.047
"31870",0.045
"31871",0.044
"31872",0.05
"31873",0.04
"31874",0.042
"31875",0.053
"31876",0.041
"31877",0.038
"31878",0.045
"31879",0.05
"31880",0.046
"31881",0.049
"31882",0.045
"31883",0.042
"31884",0.045
"31885",0.048
"31886",0.044
"31887",0.042
"31888",0.048
"31889",0.047
"31890",0.046
"31891",0.048
"31892",0.048
"31893",0.047
"31894",0.044
"31895",0.037
"31896",0.041
"31897",0.039
"31898",0.041
"31899",0.035
"31900",0.053
"31901",0.048
"31902",0.051
"31903",0.046
"31904",0.039
"31905",0.05
"31906",0.046
"31907",0.046
"31908",0.047
"31909",0.041
"31910",0.038
"31911",0.05
"31912",0.045
"31913",0.039
"31914",0.051
"31915",0.049
"31916",0.04
"31917",0.036
"31918",0.049
"31919",0.037
"31920",0.048
"31921",0.048
"31922",0.045
"31923",0.047
"31924",0.05
"31925",0.041
"31926",0.046
"31927",0.035
"31928",0.04
"31929",0.04
"31930",0.042
"31931",0.035
"31932",0.047
"31933",0.034
"31934",0.036
"31935",0.036
"31936",0.036
"31937",0.041
"31938",0.037
"31939",0.036
"31940",0.037
"31941",0.052
"31942",0.037
"31943",0.04
"31944",0.041
"31945",0.046
"31946",0.05
"31947",0.038
"31948",0.041
